text,intent
Interested in 2 BHK Luxury Villa in Giga Mall. Please call back on +92 300 1234567.,lead_capture
i want to invest in johar town luxury villa. do you have any 3 bhk options?,lead_capture
tell me the difference between 2 bhk and 2 bhk in johar town.,faq
Can I book a physical site-tour for Emaar House?,lead_capture
i will not pay the installment plan until a human explains the delay!,escalation
What are the Transfer fee for a Studio Plot in Blue Area?,faq
I want to cancel my booking for 5 Marla Plot File in Johar Town because of this bad service!,escalation
Get a human online right now token payment stuck for Clifton Commercial Shop!,escalation
"I'm very interested in the 3 BHK Plot File in Bahria Town, how do I proceed?",lead_capture
I want to visit Giga Mall this weekend to see Studio Apartments.,lead_capture
urgent complaint regarding the transfer fee for dha plot!,escalation
Why is my Token Money delayed for Bahria Town Plot?,escalation
Urgent: my Installment Plan failed but money was deducted for DHA Sector!,escalation
is there an available 10 marla plot in johar town for immediate sale,lead_capture
what is the current market rate for 4 bhk penthouse house in clifton,faq
I want to visit Bahria Town this weekend to see 2 Kanal Commercial Shops.,lead_capture
i have a budget of pkr pkr for a 10 marla luxury villa in bahria town.,lead_capture
STOP SENDING ME AUTOMATED MESSAGES AND CONNECT ME TO A REAL PERSON!,escalation
Why is my Transfer fee delayed for Emaar Phase?,escalation
"I'm very interested in the Studio Commercial Shop in Giga Mall, how do I proceed?",lead_capture
i want to lodge a formal complaint against the agent for emaar commercial shop!,escalation
I've emailed three times about my 2 BHK Plot File in Giga Mall and no response!,escalation
I've emailed three times about my 1 Kanal Phase in Bahria Town and no response!,escalation
I am interested in buying a 1 Kanal Luxury Villa in Emaar.,lead_capture
What is the transfer fee for Blue Area Luxury Villa?,faq
What is the total price of a 4 BHK penthouse Commercial Shop in DHA?,faq
I've emailed three times about my 10 Marla Apartment in Blue Area and no response!,escalation
"My payment of Lakhs Lakhs for Installment Plan is stuck, fix it now!",escalation
i've emailed three times about my 4 bhk penthouse plot file in gulberg and no response!,escalation
My Possession charges for Johar Town House was deducted but no confirmation received.,escalation
"I'm very interested in the Studio Apartment in Bahria Town, how do I proceed?",lead_capture
What is the total price of a 1 Kanal Sector in Blue Area?,faq
Interested in 10 Marla Plot File in Clifton. Please call back on 0312 7654321.,lead_capture
i have a budget of lakhs lakhs for a 5 marla house in johar town.,lead_capture
please whatsapp me the details of 10 marla luxury villa in bahria town at +92 321 9876543.,lead_capture
How many 2 BHK Sector are left in Gulberg Sector?,faq
TELL ME THE DIFFERENCE BETWEEN 2 KANAL AND 2 KANAL IN JOHAR TOWN.,faq
Tell me about the Token Money for Giga Mall Plot File.,faq
what are the possession charges for a 10 marla phase in gulberg?,faq
I want to lodge a formal complaint against the agent for Giga Mall Commercial Shop!,escalation
get a human online right now token payment stuck for giga mall sector!,escalation
i'm ready to pay teh down payment for a 10 marla phase in giga mall.,lead_capture
I've emailed three times about my 3 BHK House in DHA and no response!,escalation
Is Blue Area House currently in possession?,faq
Urgent complaint regarding teh transfer fee for DHA Sector!,escalation
WHAT ARE THE TRANSFER FEE FOR A STUDIO PLOT FILE IN JOHAR TOWN?,faq
what is teh total price of a 10 marla sector in bahria town?,faq
I want to visit Johar Town this weekend to see 2 BHK Luxury Villas.,lead_capture
can you share the broker number for blue area sector?,lead_capture
can you share the broker number for gulberg phase?,lead_capture
how many 10 marla house are left in dha house?,faq
My Down Payment for Johar Town Luxury Villa was deducted but no confirmation received.,escalation
What is the current market rate for 2 Kanal Apartment in Bahria Town?,faq
how many 2 bhk apartment are left in johar town apartment?,faq
what is the transfer fee for bahria town luxury villa?,faq
i want to know about the payment plan for 2 kanal phase in emaar.,faq
Can you arrange a meeting with the agent for Blue Area Commercial Shop?,lead_capture
What is the possession timeline for 1 Kanal House in Gulberg?,faq
I WANT TO KNOW ABOUT THE PAYMENT PLAN FOR 5 MARLA LUXURY VILLA IN DHA.,faq
I am looking for a 3 BHK Phase in Emaar. Please contact me at user@example.com.,lead_capture
Why is the Registry not reflecting in my portal for Emaar Sector?,escalation
How much is the Down Payment for Johar Town Luxury Villa?,faq
How much is the Token Money for Giga Mall Luxury Villa?,faq
I paid teh Token Money for Clifton Luxury Villa and it's still not updated!,escalation
Can you share the broker number for Bahria Town House?,lead_capture
i paid the token money for dha house and it's still not updated!,escalation
can you arrange a meeting with the agent for giga mall plot?,lead_capture
I have a budget of PKR PKR for a 2 BHK House in DHA.,lead_capture
I paid the Installment Plan for Emaar Plot and it's still not updated!,escalation
I'm ready to pay the Possession charges for a 2 Kanal Luxury Villa in Giga Mall.,lead_capture
What is the current market rate for 5 Marla Apartment in Bahria Town,faq
I want to know about teh payment plan for 2 BHK Phase in Gulberg.,faq
why is teh registry not reflecting in my portal for emaar plot?,escalation
is the 1 kanal house in clifton near any main road?,faq
"My payment of PKR PKR for Possession charges is stuck, fix it now!",escalation
I've emailed three times about my 1 Kanal Plot in Emaar and no response!,escalation
Please send me the full brochure and payment plan for Gulberg Phase on my email user@example.com.,lead_capture
What are the Transfer fee for a 10 Marla Apartment in Gulberg?,faq
I want to lodge a formal complaint against the agent for Giga Mall Plot File!,escalation
I want to lodge a formal complaint against the agent for Giga Mall Sector!,escalation
I WANT TO CANCEL MY BOOKING FOR STUDIO PLOT IN GULBERG BECAUSE OF THIS BAD SERVICE!,escalation
Is there an available 10 Marla Plot in Johar Town for immediate sale?,lead_capture
get a human online right now token paymnt stuck for johar town phase!,escalation
What are the amenities provided in Emaar Apartment,faq
I am interested in buying a Studio Phase in Giga Mall.,lead_capture
I am looking for a 1 Kanal Plot File in Johar Town. Please contact me at client123@yahoo.com.,lead_capture
can you give me the dimensions of a 1 kanal commercial shop in emaar?,faq
my installment plan for blue area luxury villa was deducted but no confirmation received.,escalation
What are the amenities provided in Gulberg Commercial Shop?,faq
What are the amenities provided in DHA Plot?,faq
I would like to book an appointment for a site visit in Giga Mall.,lead_capture
I am interested in buying a 5 Marla Plot File in Johar Town.,lead_capture
Why is my Possession charges delayed for Giga Mall Apartment?,escalation
My Down Payment for DHA Plot File was deducted but no confirmation received.,escalation
I've emailed three times about my Studio Plot in Bahria Town and no response!,escalation
Can you arrange a meeting with the agent for DHA Plot?,lead_capture
I WANT TO LODGE A FORMAL COMPLAINT AGAINST THE AGENT FOR GULBERG COMMERCIAL SHOP!,escalation
Can you share the broker number for Johar Town Commercial Shop?,lead_capture
"I am looking for a luxury House in Bahria Town, can you help?",lead_capture
"I'm very interested in the 3 BHK Plot File in Emaar, how do I proceed",lead_capture
How many Studio Plot File are left in Emaar Plot File?,faq
I am looking for a 4 BHK penthouse Luxury Villa in Emaar. Please contact me at user@example.com.,lead_capture
Interested in 4 BHK penthouse Sector in Emaar. Please call back on +92 300 1234567.,lead_capture
what is the security situation in blue area commercial shop?,faq
What is the total price of a Studio Plot in Johar Town,faq
I am looking for a 2 BHK House in Giga Mall. Please contact me at realestate.buyer@outlook.com.,lead_capture
can i get a 4 bhk penthouse luxury villa on an installment plan in dha?,faq
I want to cancel my booking for 2 Kanal Phase in Johar Town because of this bad service!,escalation
what is the total price of a 4 bhk penthouse commercial shop in johar town?,faq
Urgent: my Token Money failed but money was deducted for Johar Town Sector!,escalation
Urgent complaint regarding the transfer fee for Bahria Town Phase!,escalation
I want to cancel my booking for 4 BHK penthouse Plot in Giga Mall because of this bad service!,escalation
My Transfer fee for Emaar Apartment was deducted but no confirmation received.,escalation
I'm ready to pay the Token Money for a Studio Commercial Shop in Clifton.,lead_capture
Get a human online right now token payment stuck for Gulberg Commercial Shop!,escalation
can you share the broker number for emaar sector?,lead_capture
I want a call back regarding 5 Marla Plot in Blue Area.,lead_capture
I want a call back regarding 3 BHK Phase in Emaar.,lead_capture
I want to visit DHA this weekend to see 5 Marla Commercial Shops.,lead_capture
Why is the Installment Plan not reflecting in my portal for Johar Town Plot File?,escalation
Why is the Registry not reflecting in my portal for Blue Area Sector?,escalation
Can I get a 5 Marla Apartment on an installment plan in DHA?,faq
WHAT IS THE SECURITY SITUATION IN EMAAR LUXURY VILLA?,faq
I want to invest in Johar Town Plot. Do you have any 5 Marla options?,lead_capture
I'm ready to pay teh Registry for a 2 BHK House in Johar Town.,lead_capture
What are the amenities provided in Clifton Luxury Villa?,faq
Please send me your WhatsApp number for Apartment in Gulberg.,lead_capture
I want to lodge a formal complaint against the agent for Giga Mall House!,escalation
i am looking for a 2 bhk apartment in blue area. please contact me at investor.pk@gmail.com.,lead_capture
Is Gulberg Plot currently in possession?,faq
I paid the Transfer fee for Clifton Plot and it's still not updated!,escalation
I want a call back regarding 2 Kanal House in Johar Town.,lead_capture
My Transfer fee for DHA Apartment was deducted but no confirmation received.,escalation
i am looking for a 5 marla house in dha. please contact me at investor.pk@gmail.com.,lead_capture
Is Blue Area Sector currently in possession?,faq
What is the transfer fee for Blue Area Plot?,faq
What is the total price of a 5 Marla House in Clifton?,faq
I want to lodge a formal complaint against teh agent for Bahria Town Luxury Villa!,escalation
"I'm very interested in the 1 Kanal House in DHA, how do I proceed?",lead_capture
I want a call back regarding Studio House in Emaar.,lead_capture
I want to cancel my booking for 10 Marla Commercial Shop in Bahria Town because of this bad service!,escalation
Send me the current price list for 2 BHK Phase in Clifton.,lead_capture
I want to visit Blue Area this weekend to see 3 BHK Luxury Villas.,lead_capture
why is my down payment delayed for bahria town plot file?,escalation
i've emailed three times about my 2 bhk plot in johar town and no response!,escalation
My Possession charges for Bahria Town House was deducted but no confirmation received.,escalation
My Installment Plan for Emaar Apartment was deducted but no confirmation received.,escalation
I want to cancel my booking for 2 BHK Phase in DHA because of this bad service!,escalation
I want to know about the payment plan for 5 Marla Luxury Villa in DHA.,faq
I have a budget of PKR PKR for a 4 BHK penthouse Apartment in DHA.,lead_capture
Are there any hidden Token Money for Giga Mall Luxury Villa?,faq
How many Studio Sector are left in Giga Mall Sector?,faq
Does the 2 BHK House in Clifton have underground parking,faq
Can you share the broker number for Blue Area Sector?,lead_capture
Please send me your WhatsApp number for Apartment in Johar Town.,lead_capture
What are the amenities provided in DHA Luxury Villa?,faq
Please WhatsApp me the details of 2 Kanal Commercial Shop in Clifton at +92 300 1234567.,lead_capture
"i am reporting this to the society head, the transfer fee process is a scam!",escalation
MY INSTALLMENT PLAN FOR JOHAR TOWN APARTMENT WAS DEDUCTED BUT NO CONFIRMATION RECEIVED.,escalation
Is the Blue Area Sector society approved by LDA or DHA?,faq
why is my down payment delayed for clifton luxury villa?,escalation
What are the amenities provided in Gulberg Sector?,faq
Urgent complaint regarding the transfer fee for Blue Area Sector!,escalation
Please WhatsApp me the details of 2 BHK Commercial Shop in Clifton at 0345 5566778.,lead_capture
I want to visit Bahria Town this weekend to see 10 Marla Plot Files.,lead_capture
What is the current market rate for 10 Marla Sector in Gulberg?,faq
I want to lodge a formal complaint against the agent for Clifton House!,escalation
I want a call back regarding 10 Marla Luxury Villa in Gulberg.,lead_capture
I am looking for a Studio Plot in Clifton. Please contact me at client123@yahoo.com.,lead_capture
i would like to book an appointment for a site visit in blue area.,lead_capture
Can you give me the dimensions of a 3 BHK House in Bahria Town?,faq
Why is the Down Paymnt not reflecting in my portal for DHA Luxury Villa?,escalation
Interested in 3 BHK Plot in Giga Mall. Please call back on 0333 1122334.,lead_capture
What is the possession timeline for Studio Sector in Giga Mall,faq
Is there an available Studio Phase in Blue Area for immediate sale?,lead_capture
I want to invest in Gulberg Commercial Shop. Do you have any 3 BHK options?,lead_capture
why is the registry not reflecting in my portal for clifton phase?,escalation
i've emailed three times about my studio commercial shop in clifton and no response!,escalation
Can you give me the dimensions of a 4 BHK penthouse Plot File in Gulberg?,faq
your agent promised me down payment by today but nothing happened!,escalation
urgent: my possession charges failed but money was deducted for dha sector!,escalation
is blue area plot file currently in possession?,faq
Why is the Possession charges not reflecting in my portal for Clifton House?,escalation
what is the total price of a 3 bhk plot file in clifton?,faq
can i get a 2 bhk house on an installment plan in emaar?,faq
i want to lodge a formal complaint against the agent for johar town apartment!,escalation
I want to cancel my booking for 2 BHK Plot File in DHA because of this bad service!,escalation
Does the 5 Marla Apartment in Emaar have gym,faq
Why is my Registry delayed for Bahria Town Plot?,escalation
what is the transfer fee for emaar plot file?,faq
I've emailed three times about my 5 Marla Apartment in Giga Mall and no response!,escalation
"I am looking for a luxury Commercial Shop in Blue Area, can you help?",lead_capture
Why is my Token Money delayed for Johar Town Plot?,escalation
Can you arrange a meeting with the agent for Emaar Luxury Villa?,lead_capture
"I want to book a 1 Kanal Phase in Gulberg, call me at +92 300 1234567.",lead_capture
"I want to book a 4 BHK penthouse Plot in Johar Town, call me at +92 300 1234567.",lead_capture
Get a human online right now token payment stuck for Emaar Plot!,escalation
i paid the down payment for emaar phase and it's still not updated!,escalation
Can I get a 2 Kanal Apartment on an installment plan in Bahria Town?,faq
Please send me your WhatsApp number for Apartment in DHA.,lead_capture
Urgent complaint regarding the transfer fee for DHA Plot!,escalation
I want to lodge a formal complaint against the agent for DHA Phase!,escalation
Does teh 4 BHK penthouse Plot File in Clifton have security,faq
what is the transfer fee for clifton house?,faq
I am looking for a Studio Luxury Villa in Gulberg. Please contact me at investor.pk@gmail.com.,lead_capture
I WANT A CALL BACK REGARDING 2 BHK COMMERCIAL SHOP IN GIGA MALL.,lead_capture
"This bot is useless, connect me to teh mngr of Blue Area society!",escalation
Are there any hidden Installment Plan for Blue Area Apartment?,faq
interested in 2 bhk luxury villa in gulberg. please call back on 0345 5566778.,lead_capture
I want a call back regarding 2 Kanal Commercial Shop in Gulberg.,lead_capture
"This bot is useless, connect me to the manager of Gulberg society!",escalation
I want to visit Johar Town this weekend to see 4 BHK penthouse Luxury Villas.,lead_capture
can you give me the dimensions of a 2 bhk plot file in bahria town?,faq
Why is my Installment Plan delayed for Bahria Town Apartment?,escalation
I've emailed three times about my 1 Kanal House in Bahria Town and no response!,escalation
Please WhatsApp me the details of 5 Marla House in Gulberg at +92 321 9876543.,lead_capture
I want to cancel my booking for 3 BHK Luxury Villa in Bahria Town because of this bad service!,escalation
I paid the Possession charges for Blue Area Phase and it's still not updated!,escalation
I've emailed three times about my 2 BHK Plot File in Bahria Town and no response!,escalation
I want to lodge a formal complaint against teh agent for Johar Town Luxury Villa!,escalation
What is the transfer fee for Giga Mall Sector?,faq
I am looking for a 1 Kanal House in Johar Town. Please contact me at client123@yahoo.com.,lead_capture
Why is the Down Payment not reflecting in my portal for Clifton Commercial Shop?,escalation
Can I book a physical site-tour for Emaar Plot?,lead_capture
I paid the Installment Plan for Gulberg House and it's still not updated!,escalation
Is the 5 Marla Commercial Shop in Bahria Town near any main road?,faq
Tell me about the Possession charges for Giga Mall House.,faq
I paid the Installment Plan for Johar Town Plot and it's still not updated!,escalation
what is teh transfer fee for bahria town commercial shop?,faq
I paid the Registry for Clifton Phase and it's still not updated!,escalation
Can I get a 2 BHK Apartment on an installment plan in Giga Mall?,faq
Please WhatsApp me the details of 1 Kanal Apartment in Clifton at +92 321 9876543.,lead_capture
Urgent complaint regarding the transfer fee for DHA Commercial Shop!,escalation
Can I get a 2 BHK House on an installment plan in Gulberg?,faq
I paid the Registry for DHA Luxury Villa and it's still not updated!,escalation
Urgent: my Installment Plan failed but money was deducted for Clifton Plot!,escalation
I want a call back regarding 2 Kanal House in Gulberg.,lead_capture
Can you arrange a meeting with the agent for Giga Mall House?,lead_capture
I want to cancel my booking for 4 BHK penthouse Phase in Blue Area because of this bad service!,escalation
"I want to book a 2 BHK Sector in Johar Town, call me at 0312 7654321.",lead_capture
I've emailed three times about my 1 Kanal Luxury Villa in Bahria Town and no response!,escalation
Can you give me the dimensions of a 2 Kanal Plot in Johar Town?,faq
what is the possession timeline for studio sector in blue area?,faq
Can I get a 4 BHK penthouse Luxury Villa on an installment plan in Blue Area?,faq
Please send me your WhatsApp number for House in DHA.,lead_capture
I have a budget of Lakhs Lakhs for a 5 Marla Commercial Shop in Gulberg.,lead_capture
I paid the Down Payment for Giga Mall Sector and it's still not updated!,escalation
I've emailed three times about my 10 Marla Luxury Villa in DHA and no response!,escalation
can i book a physical site-tour for gulberg sector?,lead_capture
Why is my Possession charges delayed for Clifton House,escalation
Please send me your WhatsApp number for Plot File in Clifton.,lead_capture
What is teh current market rate for 3 BHK Plot File in Emaar?,faq
Are there any hidden Installment Plan for Blue Area Phase?,faq
I've emailed three times about my 3 BHK Phase in Emaar and no response!,escalation
SEND ME THE CURRENT PRICE LIST FOR 2 BHK SECTOR IN CLIFTON.,lead_capture
What is the possession timeline for 5 Marla Commercial Shop in DHA?,faq
Send me the current price list for Studio Phase in Bahria Town.,lead_capture
What is teh security situation in Emaar Luxury Villa?,faq
Can I book a physical site-tour for Blue Area Commercial Shop?,lead_capture
I want to invest in Emaar Sector. Do you have any 1 Kanal options?,lead_capture
can you give me the dimensions of a 5 marla plot in gulberg?,faq
"i want to book a 4 bhk penthouse plot in giga mall, call me at 0345 5566778.",lead_capture
"My payment of Lakhs Lakhs for Down Payment is stuck, fix it now!",escalation
What is the current market rate for 5 Marla Plot File in Johar Town,faq
Can you share the broker number for Blue Area House?,lead_capture
What are the amenities provided in Bahria Town Commercial Shop?,faq
Send me the current price list for 1 Kanal Apartment in Emaar.,lead_capture
Can you arrange a meeting with the agent for Gulberg Commercial Shop?,lead_capture
What is the security situation in Clifton Apartment?,faq
Tell me about the Down Payment for Giga Mall Plot File.,faq
please send me your whatsapp number for plot file in clifton.,lead_capture
Why is the Down Payment not reflecting in my portal for DHA House?,escalation
Are there any 2 BHK Sector available in Giga Mall?,faq
Is there an available Studio Luxury Villa in Emaar for immediate sale?,lead_capture
How many 10 Marla Phase are left in Blue Area Phase,faq
Urgent: my Installment Plan failed but money was deducted for Clifton Luxury Villa!,escalation
"I am reporting this to the society head, the Possession charges process is a scam!",escalation
I paid the Possession charges for Clifton Plot File and it's still not updated!,escalation
i've emailed three times about my studio commercial shop in giga mall and no response!,escalation
i paid the token money for giga mall luxury villa and it's still not updated!,escalation
i want to know about the payment plan for studio plot file in emaar.,faq
Please send me your WhatsApp number for Luxury Villa in Emaar.,lead_capture
WHAT IS TEH TOTAL PRICE OF A 5 MARLA PLOT FILE IN JOHAR TOWN?,faq
Tell me about the Token Money for Johar Town Luxury Villa.,faq
This is ridiculous! I want to speak to a live supervisor immediately.,escalation
What is teh total prce of a 2 Kanal Apartment in Bahria Town?,faq
I want to lodge a formal complaint against the agent for Clifton Commercial Shop!,escalation
i want to know about the payment plan for 1 kanal apartment in emaar.,faq
is there an available 4 bhk penthouse plot in clifton for immediate sale,lead_capture
"i'm very interested in the 2 kanal apartment in giga mall, how do i proceed?",lead_capture
I paid teh Possession charges for Blue Area Commercial Shop and it's still not updated!,escalation
"my payment of crores crores for transfer fee is stuck, fix it now!",escalation
what is the current market rate for 2 kanal plot in clifton?,faq
how many 5 marla luxury villa are left in dha luxury villa?,faq
Tell me about the Down Payment for Clifton Commercial Shop.,faq
What is the current market rate for 3 BHK Phase in Emaar?,faq
Can you share the broker number for Giga Mall Sector?,lead_capture
What are the amenities provided in Johar Town Luxury Villa?,faq
Is there an availabl 5 Marla Plot in Gulberg for immediate sale?,lead_capture
Get a human online right now token payment stuck for Gulberg Plot!,escalation
Can I book a physical site-tour for DHA Plot?,lead_capture
"I am reporting this to the society head, teh Transfer fee process is a scam!",escalation
"I'm very interested in the 3 BHK Apartment in Johar Town, how do I proceed?",lead_capture
Tell me about the Possession charges for Blue Area Plot.,faq
What are the amenities provided in Clifton Commercial Shop?,faq
What is the transfer fee for DHA Plot?,faq
can you arrange a meeting with the agent for bahria town plot file?,lead_capture
I HAVE A BUDGET OF PKR PKR FOR A 1 KANAL APARTMENT IN EMAAR.,lead_capture
i paid the possession charges for johar town commercial shop and it's still not updated!,escalation
I want to know about the payment plan for 3 BHK Commercial Shop in Bahria Town.,faq
I've emailed three times about my Studio Plot File in Bahria Town and no response!,escalation
DOES THE 2 KANAL LUXURY VILLA IN GIGA MALL HAVE GAS,faq
What are the amenities provided in Bahria Town Luxury Villa?,faq
What is the possession timeline for 1 Kanal Phase in Gulberg?,faq
Are there any 5 Marla House available in Bahria Town?,faq
"i'm very interested in the 2 bhk apartment in bahria town, how do i proceed?",lead_capture
I want to cancel my booking for 4 BHK penthouse Apartment in Blue Area because of this bad service!,escalation
what is the total price of a 10 marla apartment in blue area?,faq
Get a human online right now token payment stuck for Gulberg Plot File!,escalation
i am interested in buying a 2 kanal luxury villa in bahria town.,lead_capture
What are the Token Money for a 1 Kanal Sector in Johar Town?,faq
Interested in 10 Marla Plot File in Johar Town. Please call back on +92 321 9876543.,lead_capture
Is there an available 2 Kanal Plot in Bahria Town for immediate sale?,lead_capture
Is the Gulberg Sector society approved by LDA or DHA?,faq
how many 1 kanal sector are left in bahria town sector?,faq
IS THE 3 BHK PLOT FILE IN EMAAR NEAR ANY MAIN ROAD,faq
What is the security situation in Johar Town Plot?,faq
What is the current market rate for 1 Kanal Commercial Shop in DHA?,faq
WHAT IS TEH TRANSFER FEE FOR BAHRIA TOWN APARTMENT?,faq
does the 1 kanal sector in blue area have gas?,faq
MY REGISTRY FOR DHA PLOT WAS DEDUCTED BUT NO CONFIRMATION RECEIVED.,escalation
I PAID THE TRANSFER FEE FOR BLUE AREA COMMERCIAL SHOP AND IT'S STILL NOT UPDATED!,escalation
"I want to book a 3 BHK House in DHA, call me at +92 300 1234567.",lead_capture
Tell me about the Registry for Bahria Town Luxury Villa.,faq
is the johar town phase society approved by lda or dha?,faq
How many 10 Marla Sector are left in Gulberg Sector?,faq
What is teh security situation in Blue Area Luxury Villa?,faq
"i am losing my patience, put me through to a supervisor right now!",escalation
why is my transfer fee delayed for dha luxury villa?,escalation
I want to know about the payment plan for 5 Marla Plot File in Blue Area.,faq
CAN YOU GIVE ME THE DIMENSIONS OF A 5 MARLA HOUSE IN BLUE AREA?,faq
Can you arrange a meeting with the agent for DHA House?,lead_capture
Why is my Installment Plan delayed for Gulberg Plot File,escalation
is there an available 2 bhk plot in emaar for immediate sale?,lead_capture
Why is my Transfer fee delayed for Emaar Plot File,escalation
"i'm very interested in the 5 marla commercial shop in emaar, how do i proceed?",lead_capture
Can I get a 2 Kanal Plot File on an installment plan in DHA?,faq
I want to invest in Emaar Luxury Villa. Do you have any 10 Marla options?,lead_capture
"my payment of crores crores for registry is stuck, fix it now!",escalation
"I'm very interested in the 2 BHK Commercial Shop in Blue Area, how do I proceed?",lead_capture
what are the installment plan for a 3 bhk phase in dha?,faq
Please send me teh full brochure and payment plan for Johar Town Luxury Villa on my email investor.pk@gmail.com.,lead_capture
i've emailed three times about my studio commercial shop in bahria town and no response!,escalation
"I AM LOOKING FOR A LUXURY LUXURY VILLA IN BLUE AREA, CAN YOU HELP?",lead_capture
Is teh 4 BHK penthouse House in Gulberg near any main road?,faq
your agent promised me installment plan by today but nothing happened!,escalation
What is the security situation in Gulberg Plot?,faq
Can you arrange a meeting with the agent for Blue Area Phase,lead_capture
tell me about the registry for giga mall sector.,faq
I want to invest in Johar Town Luxury Villa. Do you have any 4 BHK penthouse options?,lead_capture
What is the possession timeline for 2 Kanal Sector in Gulberg?,faq
Are there any Studio House available in Clifton?,faq
I have a budget of PKR PKR for a 2 BHK Sector in Gulberg.,lead_capture
My Token Money for Johar Town Plot File was deducted but no confirmation received.,escalation
I want to visit Johar Town this weekend to see 3 BHK Houses.,lead_capture
Why is the Possession charges not reflecting in my portal for Johar Town Plot?,escalation
Is there an available 1 Kanal House in DHA for immediate sale?,lead_capture
Urgent complaint regarding the transfer fee for Johar Town Commercial Shop!,escalation
I have a budget of Crores Crores for a Studio House in Johar Town.,lead_capture
I want to lodge a formal complaint against the agent for Giga Mall Apartment!,escalation
I WANT TO VISIT BAHRIA TOWN THIS WEEKEND TO SEE 5 MARLA APARTMENTS.,lead_capture
How many Studio Plot are left in DHA Plot?,faq
"I WANT TO BOOK A 3 BHK PLOT FILE IN BAHRIA TOWN, CALL ME AT 0333 1122334.",lead_capture
Why is my Possession charges delayed for Blue Area Luxury Villa?,escalation
Your agent promised me Possession charges by today but nothing happened!,escalation
i am looking for a 1 kanal plot file in dha. please contact me at realestate.buyer@outlook.com.,lead_capture
What is the security situation in DHA House?,faq
Urgent: my Transfer fee failed but money was deducted for Clifton Plot!,escalation
"I want to book a 4 BHK penthouse Sector in DHA, call me at +92 300 1234567.",lead_capture
What are the Token Money for a 3 BHK Sector in Blue Area?,faq
Please WhatsApp me teh details of 1 Kanal Luxury Villa in Emaar at 0345 5566778.,lead_capture
urgent: my possession charges failed but money was deducted for johar town apartment!,escalation
can you arrange a meeting with the agent for johar town commercial shop?,lead_capture
What is teh possession timeline for 10 Marla House in Clifton?,faq
I paid the Token Money for Johar Town Apartment and it's still not updated!,escalation
Can you give me the dimensions of a 5 Marla Phase in Johar Town?,faq
Can you give me the dimensions of a 2 BHK Plot File in Giga Mall?,faq
"I am looking for a luxury House in Johar Town, can you help?",lead_capture
Tell me about teh Down Payment for Gulberg Commercial Shop.,faq
please send me your whatsapp number for sector in emaar.,lead_capture
Please send me your WhatsApp number for Apartment in Bahria Town.,lead_capture
I am looking for a 2 Kanal Phase in Clifton. Please contact me at realestate.buyer@outlook.com.,lead_capture
What is the security situation in Gulberg Apartment?,faq
I am looking for a Studio Phase in Bahria Town. Please contact me at client123@yahoo.com.,lead_capture
What is the transfer fee for Blue Area Apartment?,faq
I've emailed three times about my 2 BHK Apartment in Gulberg and no response!,escalation
I want to invest in Clifton Apartment. Do you have any 2 Kanal options?,lead_capture
"MY PAYMNT OF LAKHS LAKHS FOR DOWN PAYMENT IS STUCK, FIX IT NOW!",escalation
I've emailed three times about my 10 Marla Apartment in DHA and no response!,escalation
WHY IS THE DOWN PAYMENT NOT REFLECTING IN MY PORTAL FOR BLUE AREA COMMERCIAL SHOP?,escalation
Is the 10 Marla Phase in Blue Area near any main road?,faq
"I am reporting this to the society head, teh Down Payment process is a scam!",escalation
tell me the difference between 2 bhk and 2 bhk in giga mall.,faq
TELL ME ABOUT THE REGISTRY FOR JOHAR TOWN SECTOR.,faq
Can you give me the dimensions of a 2 BHK Apartment in Bahria Town?,faq
can you give me the dimensions of a 10 marla luxury villa in bahria town?,faq
are there any hidden installment plan for gulberg plot?,faq
Urgent complaint regarding the transfer fee for DHA Plot File!,escalation
I paid the Possession charges for Gulberg Commercial Shop and it's still not updated!,escalation
What are the amenities provided in Gulberg Apartment?,faq
I've emailed three times about my 5 Marla Apartment in Clifton and no response!,escalation
Is Gulberg Commercial Shop currently in possession,faq
i paid the transfer fee for clifton house and it's still not updated!,escalation
can you arrange a meeting with the agent for clifton commercial shop?,lead_capture
What are the Down Payment for a 3 BHK Sector in Johar Town?,faq
"My payment of Lakhs Lakhs for Token Money is stuck, fix it now!",escalation
"I'm very interested in the 5 Marla Luxury Villa in DHA, how do I proceed",lead_capture
"I'm very interested in the Studio Plot File in DHA, how do I proceed?",lead_capture
What is the total price of a Studio Luxury Villa in Gulberg?,faq
my token money for gulberg phase was deducted but no confirmation received.,escalation
ARE THERE ANY HIDDEN INSTALLMENT PLAN FOR JOHAR TOWN PLOT FILE?,faq
WHAT IS TEH SECURITY SITUATION IN GIGA MALL COMMERCIAL SHOP?,faq
What is the possession timeline for Studio Phase in DHA,faq
i would like to book an appointment for a site visit in johar town.,lead_capture
can you arrange a meeting with the agent for emaar plot?,lead_capture
"I'm sick of this bot, get me a manager now!",escalation
what is the transfer fee for clifton plot,faq
I have a budget of PKR PKR for a 2 BHK Sector in Clifton.,lead_capture
urgent: my down payment failed but money was deducted for gulberg phase!,escalation
Can you give me teh dimensions of a 2 BHK Luxury Villa in Gulberg?,faq
I WANT TO LODGE A FORMAL COMPLAINT AGAINST TEH AGENT FOR BAHRIA TOWN PLOT!,escalation
is teh emaar phase society approved by lda or dha?,faq
what is the security situation in dha plot?,faq
Is Gulberg Sector currently in possession?,faq
